,Course_Group,Mode_Group,pre_q_group,ord_group,Mq_Group,Fq_Group,Mo_Group,Fo_Group,Previous qualification (grade),Admission grade,Displaced,Debtor,Gender,Scholarship holder,Age at enrollment,Marital status,Daytime/evening attendance	,Tuition fees up to date,Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),notpass_1,notpass_2,Target
3775,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,150.0,132.1,1,1,0,0,29,1,1,1,4,12.5,2,12.5,1,3,Dropout
3776,Mid1,Mid,1,,Mid,Mid,Mid1,Mid2,160.0,160.0,1,0,0,0,20,1,1,0,6,13.375,6,13.0,0,0,Graduate
3777,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,128.0,126.3,1,0,0,0,19,1,1,1,6,13.166666666666666,6,12.666666666666666,0,0,Graduate
3780,High,Mid,1,0.0,Mid,Mid,Mid1,Mid1,135.0,125.8,1,0,0,0,18,1,1,1,7,13.154285714285717,7,13.154285714285717,1,1,Graduate
3781,Mid2,High,1,0.0,Mid,High,Mid2,Mid2,139.0,142.2,1,0,0,1,19,1,1,1,6,12.833333333333334,6,12.833333333333334,0,0,Graduate
3782,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid2,125.0,119.4,1,0,0,0,18,1,1,1,7,12.142857142857142,7,13.142857142857142,0,0,Graduate
3784,Mid2,Low,1,,Mid,Mid,Mid2,Mid2,120.0,120.0,0,0,0,0,36,1,0,1,4,13.0,4,13.75,6,5,Dropout
3786,Mid1,Mid,1,0.0,Mid,Mid,Mid1,Mid2,130.0,148.6,1,0,1,0,20,1,1,1,0,0.0,0,0.0,0,0,Dropout
3787,High,High,1,0.0,High,High,Mid2,Mid2,116.0,108.7,1,0,1,0,18,1,1,1,5,11.0,0,0.0,1,6,Dropout
3789,High,Mid,1,0.0,Mid,Low,Mid2,Mid1,140.0,124.6,1,1,1,0,20,1,1,0,3,13.333333333333334,2,12.5,6,4,Dropout
3790,High,High,1,0.0,Mid,Mid,Mid2,Mid2,134.0,131.0,1,0,1,0,18,1,1,1,7,14.594444444444443,8,13.472,0,0,Graduate
3791,Low,Mid,1,,Mid,Mid,Mid2,Mid2,130.0,130.0,1,1,1,0,20,1,1,1,4,11.0,3,10.666666666666666,2,3,Dropout
3792,Low,Mid,1,0.0,Mid,Mid,Low,Mid2,122.0,116.1,1,1,1,0,24,1,1,0,0,0.0,0,0.0,5,5,Dropout
3793,Mid2,Mid,1,0.0,Mid,High,Mid2,Mid2,128.0,125.6,1,0,1,0,19,1,1,1,0,0.0,0,0.0,6,6,Dropout
3794,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid2,130.0,121.3,1,0,1,0,18,1,1,1,1,12.0,2,12.0,4,3,Dropout
3795,Low,High,1,0.0,High,High,Mid1,Mid2,113.0,107.4,1,0,1,0,18,1,1,1,5,14.0,5,13.2,0,0,Graduate
3796,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid1,126.0,116.9,0,0,1,0,18,1,1,1,6,13.571428571428571,5,11.8,0,1,Graduate
3797,Mid1,Mid,1,0.0,Mid,Mid,Mid1,Mid2,135.0,123.5,1,0,1,0,22,1,1,1,0,0.0,0,0.0,6,6,Dropout
3798,Mid1,High,1,0.0,Mid,High,Mid2,Mid2,141.0,130.5,0,0,1,0,19,1,1,1,6,14.25,6,13.857142857142858,0,0,Graduate
3799,Mid2,Low,0,,Mid,Low,Mid2,Mid2,133.1,140.0,1,1,0,0,32,2,1,0,0,0.0,0,0.0,6,6,Dropout
3800,Low,Mid,1,0.0,Low,Mid,Low,Mid2,133.1,117.1,1,0,0,1,21,1,1,1,0,0.0,0,0.0,6,6,Dropout
3801,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,144.0,127.5,1,0,0,1,19,1,1,1,7,13.542857142857144,7,13.542857142857144,1,1,Graduate
3802,Mid2,Mid,1,0.0,High,Mid,Mid2,Mid2,140.0,126.0,0,0,0,1,39,4,0,1,9,13.11111111111111,7,11.714285714285714,0,0,Graduate
3803,Mid2,Mid,0,,Low,Low,Low,Low,100.0,113.0,1,0,0,0,30,1,0,1,9,12.666666666666666,7,12.142857142857142,0,0,Graduate
3804,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,135.0,130.1,1,0,0,0,18,1,1,1,4,10.75,2,10.0,1,3,Dropout
3805,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid2,130.0,110.0,1,0,0,0,38,2,0,1,4,10.75,2,10.0,6,8,Dropout
3806,Mid2,High,1,0.0,Low,Mid,Mid2,Mid2,147.0,135.8,1,0,0,0,20,1,1,1,6,13.666666666666666,6,13.333333333333334,0,0,Graduate
3807,Mid2,Low,0,,Low,Low,Low,Low,149.0,126.3,0,0,0,0,55,1,0,1,6,13.833333333333334,6,12.833333333333334,0,0,Graduate
3808,Mid2,Low,0,1.0,Low,Low,Low,Low,130.0,130.0,0,0,0,0,53,4,1,1,17,13.176470588235292,16,13.0,1,2,Dropout
3809,Mid2,Low,1,0.0,Low,Low,Low,Low,120.0,104.0,0,0,0,0,54,2,0,1,4,12.75,5,12.6,2,1,Dropout
3811,Mid2,Low,1,0.0,Mid,Mid,Mid2,Mid2,133.1,121.0,0,1,0,0,44,1,0,0,4,12.0,4,12.0,4,3,Dropout
3812,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,149.0,130.5,1,0,0,0,28,1,1,1,9,11.666666666666666,9,12.555555555555555,2,2,Graduate
3813,Mid2,Low,1,,Mid,Mid,Mid2,Mid1,180.0,180.0,0,0,0,0,37,1,0,1,14,16.5,11,16.90909090909091,0,0,Graduate
3814,High,Mid,1,0.0,Mid,High,Low,Low,110.0,112.5,1,0,0,0,20,1,1,1,9,12.333333333333334,7,11.77777777777778,1,0,Graduate
3816,High,High,1,0.0,Mid,Mid,Mid2,Mid2,117.0,111.8,1,0,1,0,19,1,1,1,4,11.5,3,11.0,2,3,Dropout
3817,Mid1,Mid,1,0.0,High,Mid,Mid2,Mid2,120.0,131.4,1,0,1,1,23,1,1,1,18,11.894736842105264,13,12.923076923076923,0,0,Graduate
3818,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,160.0,144.3,0,0,1,0,22,1,1,1,0,0.0,0,0.0,6,6,Dropout
3819,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid2,100.0,115.0,0,0,1,0,24,1,1,0,0,0.0,0,0.0,6,6,Dropout
3821,Mid1,Low,1,0.0,Mid,High,Mid2,Mid2,160.0,168.6,0,0,1,0,26,1,1,1,0,0.0,0,0.0,6,6,Dropout
3822,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid2,141.0,127.7,1,0,1,0,18,1,1,1,6,15.166666666666666,6,14.833333333333334,0,0,Graduate
3823,Low,Mid,1,,High,Mid,Mid2,Mid2,130.0,150.0,0,0,1,0,24,1,1,1,4,11.75,2,13.5,2,4,Dropout
3825,Mid1,High,1,0.0,Mid,High,Mid2,Mid2,130.0,135.6,1,0,1,0,26,1,1,1,0,0.0,0,0.0,0,0,Dropout
3826,Mid1,Low,0,,Mid,Mid,Mid2,Mid1,133.1,100.0,0,0,1,0,27,1,1,1,3,11.333333333333334,3,14.75,3,3,Dropout
3827,Mid1,Mid,1,,Mid,Mid,Mid2,Mid2,140.0,140.0,1,0,1,1,20,1,1,1,5,12.6,5,13.2,1,1,Graduate
3828,Low,High,1,0.0,Low,Mid,Mid2,Mid2,129.0,124.1,1,0,1,0,19,1,1,1,0,0.0,1,14.0,5,4,Dropout
3829,Mid2,High,1,0.0,High,High,Mid2,Mid2,148.0,131.6,0,0,1,1,18,1,1,1,6,15.5,4,15.5,0,2,Dropout
3830,High,High,1,0.0,Mid,Mid,Mid2,Mid1,143.0,129.0,1,0,1,0,18,1,1,1,7,12.365714285714288,7,12.365714285714288,1,1,Graduate
3833,High,High,1,0.0,High,Mid,Mid1,Mid2,116.0,110.8,1,0,1,0,19,1,1,1,0,0.0,0,0.0,6,6,Dropout
3834,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid1,128.0,124.5,0,0,1,1,19,1,1,1,4,14.0,6,12.333333333333334,2,0,Graduate
3835,Mid1,Low,1,0.0,Mid,Mid,Mid1,Mid1,120.0,100.0,0,0,1,0,30,2,1,1,3,12.0,5,11.8,9,7,Dropout
3836,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid2,121.0,123.8,0,0,1,0,22,1,1,0,0,0.0,3,12.0,4,2,Dropout
3837,Mid1,Mid,1,0.0,Mid,High,Mid1,Mid2,137.0,131.4,0,0,1,0,19,1,1,0,4,10.0,3,11.333333333333334,1,2,Dropout
3838,Mid1,High,1,0.0,High,Mid,Mid2,Mid2,115.0,118.5,0,0,1,0,21,1,1,1,1,10.0,1,10.0,4,4,Dropout
3839,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,129.0,122.0,1,0,1,0,22,1,1,0,0,0.0,0,0.0,0,0,Dropout
3842,Mid1,Low,0,,Mid,Mid,Mid1,Mid2,133.1,100.0,1,0,1,0,35,1,1,1,3,11.75,0,0.0,3,6,Dropout
3843,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,131.0,135.9,1,0,1,0,20,1,1,1,1,10.0,1,11.0,4,4,Dropout
3844,Low,High,1,0.0,Low,Mid,Mid2,Mid2,133.1,138.4,0,0,1,0,21,1,1,1,3,14.0,5,12.8,2,0,Graduate
3845,Mid2,Low,0,,Low,Low,Low,Low,133.1,128.2,0,1,1,0,27,1,1,0,0,0.0,0,0.0,5,5,Dropout
3846,Mid2,Mid,1,0.0,Mid,High,Mid2,Mid2,114.0,107.4,1,0,1,0,26,1,1,0,3,12.0,0,0.0,3,6,Dropout
3847,Mid2,Mid,1,0.0,Mid,Low,Mid2,Mid2,127.0,129.8,0,0,1,0,20,1,1,0,0,0.0,0,0.0,6,5,Dropout
3848,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid2,130.0,100.0,0,1,1,0,28,1,1,0,8,11.88888888888889,5,11.6,2,3,Dropout
3849,Mid2,High,1,0.0,Mid,High,Mid2,Mid2,121.0,113.0,1,0,1,0,19,1,1,1,6,13.833333333333334,6,13.666666666666666,0,0,Graduate
3850,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid2,120.0,107.0,0,0,1,0,47,1,0,0,0,0.0,0,0.0,5,5,Dropout
3851,Mid2,Low,0,,Mid,Mid,Mid2,Mid2,120.0,130.0,0,0,1,0,55,4,1,0,5,11.4,5,12.4,1,1,Dropout
3852,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,120.0,120.0,1,0,1,0,39,1,1,1,0,0.0,2,11.0,6,4,Dropout
3853,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,120.0,120.5,1,1,1,0,35,2,1,1,14,10.642857142857142,12,10.666666666666666,3,0,Dropout
3854,High,Low,1,0.0,Mid,Low,Low,Mid1,133.1,120.5,0,0,1,0,32,1,1,0,2,11.0,0,0.0,4,6,Dropout
3855,Mid2,High,1,0.0,Mid,Mid,Mid1,Mid2,124.0,137.0,1,0,1,0,20,1,1,1,6,16.833333333333332,6,16.666666666666668,0,0,Graduate
3856,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid2,150.0,115.0,0,0,1,0,36,1,1,1,6,13.571428571428571,5,13.2,0,1,Graduate
3857,Low,Low,0,,High,Mid,Mid2,Mid2,133.1,142.7,0,1,1,1,34,1,0,1,5,14.714285714285714,5,14.375,0,0,Graduate
3858,Mid1,High,1,0.0,High,Mid,Low,Mid1,116.0,116.7,1,0,1,0,21,1,1,1,0,0.0,0,0.0,5,5,Dropout
3859,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid2,133.1,136.1,0,0,1,1,42,1,0,1,1,10.0,1,11.0,4,4,Dropout
3860,Mid1,Low,0,,Mid,Mid,Mid2,Mid2,133.1,134.3,0,0,1,0,25,1,1,1,1,11.0,4,11.75,5,2,Dropout
3861,Mid2,Mid,1,0.0,High,High,Mid2,Mid2,167.0,153.0,1,0,1,1,18,1,1,1,1,11.0,0,0.0,5,6,Dropout
3862,Mid2,High,1,0.0,Mid,High,Mid2,Mid2,140.0,132.0,0,0,1,1,18,1,1,1,5,12.0,6,12.833333333333334,1,0,Graduate
3863,High,High,1,0.0,High,Mid,Mid2,Mid2,124.0,129.6,1,0,1,0,19,1,1,1,6,11.125,6,11.857142857142858,0,0,Graduate
3864,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid2,110.0,105.0,0,1,1,0,34,1,1,0,3,11.333333333333334,2,11.5,3,4,Dropout
3865,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid2,150.0,130.8,0,0,1,0,20,1,1,1,2,12.0,0,0.0,4,6,Dropout
3866,High,High,1,0.0,Mid,Mid,Mid2,Mid2,123.0,119.7,0,0,1,0,20,1,1,1,0,0.0,0,0.0,7,7,Dropout
3867,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,152.0,132.5,0,0,1,0,21,1,1,1,7,14.54,7,14.54,1,1,Graduate
3868,Mid1,Mid,1,,Mid,Mid,Mid2,Mid2,130.0,130.0,1,0,1,0,19,1,1,1,6,12.166666666666666,4,13.0,0,2,Graduate
3869,Mid2,Low,1,0.0,Mid,Mid,Mid2,Mid1,133.1,120.0,0,1,1,0,31,1,1,0,4,13.5,3,11.666666666666666,1,2,Dropout
3870,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,133.1,150.0,0,0,1,0,21,1,1,1,6,14.75,5,14.333333333333334,0,1,Graduate
3871,Mid1,High,1,0.0,High,High,Mid2,Mid2,124.0,115.6,0,0,1,1,20,1,1,1,5,12.375,5,11.666666666666666,0,0,Graduate
3872,High,Mid,1,1.0,Mid,Mid,Mid2,Mid2,119.1,119.1,0,0,1,0,22,1,1,1,6,12.733333333333334,6,12.733333333333334,1,1,Graduate
3873,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,128.0,123.5,1,0,1,0,19,1,1,0,4,12.5,0,0.0,2,6,Dropout
3874,Low,Low,1,0.0,Mid,Mid,Low,Mid1,133.1,120.0,1,1,1,0,41,1,1,0,0,0.0,0,0.0,5,5,Dropout
3875,High,Mid,0,,Low,Low,Low,Low,133.1,110.0,1,0,1,0,27,1,1,1,0,0.0,0,0.0,7,7,Dropout
3876,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,145.0,131.4,0,0,0,0,19,1,1,1,7,13.44285714285714,7,13.771428571428572,0,1,Dropout
3877,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,141.0,126.8,1,0,0,1,20,1,1,1,8,14.2,8,14.2,0,0,Graduate
3878,High,Mid,1,1.0,High,Mid,Mid2,Mid2,118.9,118.9,1,0,0,1,19,1,1,1,6,13.55,6,13.55,1,1,Graduate
3879,Low,Low,1,0.0,Mid,Mid,Mid2,Mid2,160.0,160.0,0,0,0,0,35,2,0,1,5,11.6,5,11.166666666666666,0,0,Graduate
3880,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid2,111.0,115.9,1,0,0,0,22,1,1,1,6,13.571428571428571,6,15.285714285714286,0,0,Graduate
3881,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,111.0,109.3,1,0,0,1,20,1,1,1,6,13.833333333333334,6,15.0,0,0,Graduate
3882,Mid1,High,1,0.0,Mid,High,Mid2,Mid2,123.0,113.9,1,1,0,0,18,1,1,0,4,11.25,4,10.857142857142858,2,2,Dropout
3883,High,High,1,0.0,Mid,Mid,Mid2,Mid2,133.0,121.8,1,0,0,1,18,1,1,1,5,10.2,4,11.25,1,2,Graduate
3884,High,Low,0,1.0,Mid,Mid,Mid2,Mid2,140.0,140.0,0,0,0,0,30,1,1,1,7,15.675714285714283,7,15.675714285714283,1,1,Graduate
3885,High,Mid,1,0.0,High,High,Mid2,Mid2,122.0,114.7,0,1,0,1,18,1,1,1,6,10.833333333333334,6,12.0,0,0,Graduate
3888,Mid2,Mid,1,0.0,High,High,Mid2,Mid2,139.0,136.2,0,0,0,0,19,1,1,1,5,13.0,5,13.333333333333334,0,0,Graduate
3889,Mid1,High,1,0.0,Mid,High,Mid2,Mid2,130.0,119.5,1,0,0,1,21,1,1,1,7,12.242857142857144,8,14.125,0,0,Graduate
3892,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,143.0,133.2,1,0,0,1,18,1,1,1,4,14.25,4,12.5,1,1,Graduate
3893,Mid2,Low,1,0.0,Mid,Mid,Low,Low,110.0,110.0,0,0,0,0,35,4,1,0,1,12.0,2,10.5,4,3,Dropout
3895,High,High,1,0.0,High,Mid,Mid2,Mid2,140.0,130.0,1,0,1,1,18,1,1,1,6,13.183333333333332,6,13.183333333333332,1,1,Graduate
3897,High,Mid,1,0.0,High,Mid,Mid2,Mid2,134.0,133.5,1,0,1,1,20,1,1,1,7,11.9725,8,12.65125,0,0,Graduate
3898,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid2,130.0,120.0,1,0,0,0,34,2,1,1,5,12.4,5,12.8,1,1,Graduate
3900,High,High,1,0.0,Mid,High,Mid2,Mid2,142.0,137.3,1,0,0,1,22,1,1,1,6,13.9,6,13.9,1,1,Graduate
3903,Mid1,Low,1,0.0,High,Mid,Mid2,Mid2,140.0,130.0,1,0,0,0,39,2,1,0,3,10.666666666666666,3,10.666666666666666,2,2,Dropout
3904,High,Mid,1,0.0,High,Mid,Mid2,Mid2,142.0,128.0,1,0,0,0,19,1,1,0,0,0.0,0,0.0,7,8,Dropout
3905,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid2,120.0,95.0,0,0,0,1,36,4,1,1,6,11.0,3,11.333333333333334,0,3,Graduate
3906,High,High,1,0.0,Mid,Mid,Mid2,Mid2,124.0,116.0,1,0,0,1,21,1,1,1,7,13.957142857142856,7,13.957142857142856,1,1,Graduate
3908,High,Low,1,0.0,High,High,Mid2,Mid2,126.6,107.5,0,1,0,1,42,2,1,1,6,13.333333333333334,6,15.285714285714286,0,0,Graduate
3909,Low,Low,1,0.0,Mid,Mid,Low,Low,110.0,108.4,1,0,0,0,34,1,1,1,0,0.0,0,0.0,5,5,Dropout
3911,Mid2,Mid,1,,Mid,Mid,Mid2,Mid2,160.0,155.9,0,0,0,0,33,2,0,1,6,15.714285714285714,6,15.5,0,0,Graduate
3912,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,105.0,106.1,1,0,0,0,20,1,1,1,5,11.0,5,11.4,1,1,Graduate
3913,Mid1,High,1,0.0,High,Mid,Low,Mid2,130.0,128.6,1,1,0,0,19,1,1,1,4,12.25,4,12.75,1,1,Graduate
3914,Low,Mid,0,1.0,Mid,Mid,Mid2,Mid1,140.0,140.0,0,1,0,0,34,2,0,1,5,12.2,8,12.22222222222222,5,1,Dropout
3915,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,138.0,145.0,1,0,0,0,18,1,1,1,5,13.0,5,14.0,0,0,Graduate
3916,Mid2,Mid,1,0.0,High,Mid,Mid2,Mid2,120.0,113.0,0,0,0,1,24,1,0,1,4,12.0,6,13.0,2,0,Graduate
3917,Low,High,1,0.0,Mid,Mid,Mid2,Mid2,135.0,137.1,1,0,0,0,18,1,1,1,6,13.333333333333334,6,12.333333333333334,0,0,Graduate
3919,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,121.0,120.5,1,0,0,0,21,1,1,1,7,12.91,7,12.91,1,1,Graduate
3920,High,High,1,0.0,High,Mid,Mid2,Mid2,126.0,125.7,1,0,0,1,19,1,1,1,6,11.0,3,11.0,0,3,Graduate
3921,High,Mid,1,0.0,High,Mid,Mid2,Mid2,132.0,125.5,0,0,0,1,19,1,1,1,6,13.579999999999998,8,12.93625,1,0,Graduate
3922,High,High,1,0.0,Mid,Mid,Mid2,Mid2,128.0,124.5,1,0,0,1,18,1,1,1,4,12.4,6,12.5,2,0,Graduate
3923,Mid2,Low,1,0.0,Mid,Mid,Mid2,Mid2,160.0,126.0,0,0,0,1,38,4,0,1,8,12.88888888888889,7,13.0,1,0,Graduate
3926,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,147.0,138.5,1,0,0,0,19,1,1,1,8,14.34125,8,14.34125,0,0,Graduate
3927,Mid2,High,1,0.0,High,Mid,Mid2,Mid2,130.0,122.3,1,1,0,0,18,1,1,0,6,14.142857142857142,5,12.0,0,1,Dropout
3928,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,134.0,126.0,1,0,0,1,18,1,1,1,0,0.0,0,0.0,0,0,Graduate
3930,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,151.0,146.5,0,0,0,1,18,1,1,1,6,13.333333333333334,6,14.166666666666666,0,0,Graduate
3931,Low,High,1,0.0,Mid,Mid,Mid2,Mid2,132.0,121.9,1,0,0,0,18,1,1,1,6,14.5,6,12.857142857142858,0,0,Graduate
3932,Low,Low,1,,Mid,Mid,Mid2,Mid2,130.0,130.0,0,0,0,0,26,1,0,1,8,12.666666666666666,10,13.4,2,0,Graduate
3934,Mid1,Mid,1,0.0,High,High,Mid2,Mid2,119.0,115.2,1,0,0,1,19,1,1,1,0,0.0,0,0.0,6,6,Dropout
3936,Low,High,1,0.0,Mid,Mid,Mid2,Mid2,106.0,108.0,1,1,0,0,20,1,1,1,2,12.0,4,11.0,3,1,Dropout
3938,High,High,1,0.0,Mid,Mid,Mid2,Mid2,138.0,128.0,1,0,0,0,19,1,1,1,7,14.20857142857143,8,15.127777777777778,0,0,Graduate
3939,High,High,1,0.0,Mid,Mid,Mid2,Mid2,118.0,113.5,1,0,0,0,20,1,1,1,7,14.30714285714286,8,15.0125,0,0,Graduate
3941,Low,Low,0,,Mid,Mid,Mid2,Mid1,133.1,116.0,1,0,0,0,29,1,1,1,0,0.0,0,0.0,7,6,Dropout
3942,High,Mid,1,0.0,Mid,Mid,Mid1,Mid1,141.0,124.9,1,0,0,0,19,1,1,1,6,12.0,4,11.0,0,2,Graduate
3943,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid2,180.0,140.5,0,1,0,0,24,5,1,0,0,0.0,0,0.0,5,5,Dropout
3944,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid2,180.0,179.6,0,1,0,0,27,5,1,0,0,0.0,0,0.0,6,6,Dropout
3945,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid2,115.0,116.1,1,0,0,1,18,1,1,1,6,13.857142857142858,6,14.285714285714286,0,0,Graduate
3946,Mid1,Mid,1,0.0,Mid,Mid,Mid1,Mid2,142.0,139.4,1,0,0,1,18,1,1,1,0,0.0,0,0.0,0,0,Graduate
3947,Mid1,Mid,1,0.0,High,Mid,Mid2,Mid2,135.0,129.0,1,0,0,0,21,1,1,1,0,0.0,0,0.0,7,7,Dropout
3948,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid1,150.0,135.6,0,0,0,1,43,2,1,1,5,11.0,5,13.0,1,1,Graduate
3949,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,153.0,147.8,0,0,0,1,18,1,1,1,5,13.2,5,14.4,0,0,Graduate
3950,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid2,153.0,138.0,1,0,0,1,21,1,1,1,6,13.5,3,15.333333333333334,0,3,Dropout
3951,Mid1,Low,0,1.0,Low,Low,Mid1,Mid2,150.0,150.0,0,0,0,0,26,1,1,1,0,0.0,0,0.0,5,5,Dropout
3952,High,High,1,0.0,Mid,Mid,Mid2,Mid1,144.0,130.8,1,0,0,1,19,1,1,1,7,14.214285714285714,7,14.214285714285714,1,1,Graduate
3953,Mid2,High,1,0.0,Mid,Mid,Low,Low,130.0,122.6,0,0,0,0,18,1,1,1,5,13.0,5,12.4,0,0,Graduate
3954,Mid2,High,1,0.0,Mid,Mid,Mid1,Mid1,125.0,119.1,1,0,0,0,22,1,1,1,2,12.0,1,10.0,4,5,Dropout
3955,High,Low,0,,Mid,Mid,Mid2,Mid2,133.1,111.8,1,0,0,0,27,1,1,1,0,0.0,0,0.0,7,8,Dropout
3956,Mid1,High,1,0.0,High,Mid,Mid2,Mid2,133.0,125.0,1,0,0,0,18,1,1,1,5,12.8,5,12.6,0,0,Graduate
3957,Mid2,Mid,1,0.0,Mid,High,Mid2,Mid2,140.0,129.9,0,0,0,0,19,1,1,1,4,13.6,4,12.2,1,1,Graduate
3958,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,133.0,131.1,1,0,0,0,18,1,1,1,7,13.971428571428572,8,15.75,0,0,Graduate
3959,Mid2,High,1,0.0,High,Mid,Mid2,Mid1,154.0,141.4,0,0,0,1,19,1,1,1,6,15.0,6,14.857142857142858,0,0,Graduate
3960,Mid2,Low,1,0.0,Mid,Mid,Mid2,Mid2,133.1,120.0,0,0,0,0,32,1,1,0,0,0.0,0,0.0,6,6,Dropout
3961,High,Mid,1,0.0,Mid,Mid,Mid2,Mid1,168.0,133.4,1,0,0,0,23,1,1,1,26,15.07777777777778,17,15.023529411764704,0,0,Graduate
3962,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,132.0,127.3,1,0,0,0,20,1,1,1,6,13.383333333333333,6,13.383333333333333,1,1,Graduate
3963,Mid1,High,1,0.0,Mid,High,Mid2,Mid2,133.1,131.8,1,1,0,0,20,1,1,1,12,13.25,10,13.090909090909092,0,1,Graduate
3964,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,120.0,114.8,1,1,0,0,19,1,1,0,5,11.714285714285714,2,10.666666666666666,1,4,Dropout
3965,High,High,1,0.0,Mid,Mid,Mid2,Mid2,150.0,132.8,1,0,0,1,18,1,1,1,8,13.01125,8,13.01125,0,0,Graduate
3966,Mid1,Mid,1,,Mid,Mid,Mid2,Mid1,140.0,140.0,0,0,0,0,21,1,1,1,3,10.666666666666666,4,12.0,3,2,Dropout
3968,Mid2,Mid,1,,Mid,Mid,Mid1,Mid1,150.0,150.0,1,0,0,0,22,1,1,1,6,13.0,3,12.666666666666666,0,3,Graduate
3969,Low,Mid,1,,Mid,Mid,Mid2,Mid2,160.0,160.0,0,0,0,0,26,1,0,1,5,12.0,5,11.4,0,0,Graduate
3970,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,131.0,131.7,1,0,0,0,20,1,1,1,6,12.166666666666666,5,13.8,0,1,Graduate
3971,High,High,1,0.0,Mid,High,Mid2,Mid2,114.0,112.6,1,0,0,0,19,1,1,1,6,11.85,7,13.65,1,1,Graduate
3972,Low,Low,1,0.0,Mid,Mid,Mid2,Mid2,120.0,111.1,0,0,0,0,31,1,0,1,4,11.0,5,11.2,1,0,Graduate
3973,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,140.0,127.5,1,1,0,1,20,1,1,1,7,12.327777777777778,8,11.736,0,0,Graduate
3974,Mid2,Mid,1,0.0,Mid,High,Mid2,Mid2,130.0,120.2,1,0,0,0,20,1,1,1,4,12.0,5,13.428571428571429,1,0,Graduate
3975,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,121.0,118.9,1,0,0,0,21,1,1,1,7,14.428571428571429,8,14.511111111111113,0,0,Graduate
3976,High,High,1,0.0,Mid,Mid,Mid2,Mid2,130.0,119.9,1,0,0,0,18,1,1,1,7,13.78,8,12.6125,0,0,Graduate
3977,High,Mid,1,0.0,Mid,Mid,Mid2,Mid1,141.0,127.3,1,0,0,1,19,1,1,1,6,13.8,6,13.8,1,1,Graduate
3978,Low,High,1,0.0,Mid,Mid,Mid2,Mid2,131.0,127.9,1,0,0,1,18,1,1,1,7,14.857142857142858,7,15.142857142857142,0,0,Graduate
3980,High,Mid,1,0.0,Mid,High,Mid2,Mid2,117.0,114.6,0,0,0,1,18,1,1,1,6,12.142857142857142,6,13.333333333333334,0,0,Graduate
